,timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
0,1610889336646,0,-377,-8.28369140625e-05,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
1,1610889336659,0,11,2.4169921875e-06,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
2,1610889336708,0,113,2.48291015625e-05,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
3,1610889336726,0,-70,-1.5380859375e-05,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
4,1610889336773,0,277,6.086425781250001e-05,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
5,1610889336793,0,45,9.8876953125e-06,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
6,1610889336847,0,244,5.361328125e-05,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
7,1610889336860,0,314,6.8994140625e-05,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
8,1610889336903,0,-88,-1.93359375e-05,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
9,1610889336913,0,43,9.4482421875e-06,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
10,1610889336941,0,43,9.4482421875e-06,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
11,1610889336996,0,29,6.3720703125e-06,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
12,1610889337013,0,296,6.50390625e-05,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
13,1610889337023,0,-297,-6.525878906250001e-05,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
14,1610889337060,0,-177,-3.889160156250001e-05,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
15,1610889337079,0,20,4.39453125e-06,100,81,55,284902,22708,13123,18051,20746,23183,12136,8142,Tag0,unknown
16,1610889337089,0,-32,-7.03125e-06,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
17,1610889337115,0,-6,-1.318359375e-06,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
18,1610889337139,0,51,1.12060546875e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
19,1610889337149,0,296,6.50390625e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
20,1610889337159,0,17,3.7353515625e-06,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
21,1610889337194,0,97,2.13134765625e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
22,1610889337212,0,-53,-1.1645507812500003e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
23,1610889337311,0,-513,-0.0001127197265625,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
24,1610889337330,0,61,1.34033203125e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
25,1610889337431,0,-289,-6.35009765625e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
26,1610889337453,0,38,8.349609375e-06,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
27,1610889337464,0,-293,-6.43798828125e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
28,1610889337546,0,-561,-0.0001232666015625,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
29,1610889337573,0,-245,-5.38330078125e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
30,1610889337583,0,-422,-9.2724609375e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
31,1610889337599,0,-300,-6.591796875e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
32,1610889337618,0,-310,-6.8115234375e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
33,1610889337631,0,-577,-0.00012678222656250002,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
34,1610889337738,0,-389,-8.54736328125e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
35,1610889337748,0,-660,-0.00014501953125,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
36,1610889337765,0,-285,-6.26220703125e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
37,1610889337775,0,-348,-7.646484375e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
38,1610889337856,0,77,1.69189453125e-05,80,70,55,373916,45372,23300,28292,28068,18213,18458,9196,Tag0,unknown
