,timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
0,1611477249947,200,1791,0.0003935302734375,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
1,1611477249976,200,-2048,-0.00045,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
2,1611477250012,200,-2048,-0.00045,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
3,1611477250048,200,953,0.0002093994140625,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
4,1611477250064,200,1791,0.0003935302734375,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
5,1611477250085,200,-2048,-0.00045,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
6,1611477250097,200,1791,0.0003935302734375,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
7,1611477250118,200,1791,0.0003935302734375,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
8,1611477250131,200,-2048,-0.00045,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
9,1611477250157,200,1791,0.0003935302734375,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
10,1611477250191,200,-2048,-0.00045,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
11,1611477250201,200,1791,0.0003935302734375,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
12,1611477250230,200,-2048,-0.00045,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
13,1611477250247,200,-2048,-0.00045,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
14,1611477250267,200,1791,0.0003935302734375,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
15,1611477250284,200,823,0.0001808349609375,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
16,1611477250305,200,1791,0.0003935302734375,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
17,1611477250317,200,1791,0.0003935302734375,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
18,1611477250343,200,643,0.0001412841796875,0,0,0,328662,372719,26273,16964,16747107,198692,340531,16769886,Tag0,unknown
