,timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
0,1610888783584,0,692,0.00015205078125,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
1,1610888783594,0,715,0.0001571044921875,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
2,1610888783609,0,851,0.0001869873046875,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
3,1610888783644,0,725,0.0001593017578125,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
4,1610888783659,0,712,0.0001564453125,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
5,1610888783704,0,-613,-0.00013469238281250002,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
6,1610888783726,0,307,6.74560546875e-05,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
7,1610888783779,0,-553,-0.0001215087890625,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
8,1610888783793,0,-181,-3.97705078125e-05,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
9,1610888783817,0,-53,-1.1645507812500003e-05,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
10,1610888783827,0,-146,-3.2080078125000004e-05,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
11,1610888783843,0,-543,-0.0001193115234375,67,100,67,316462,16751423,18109,28285,16775082,28263,19087,19387,Tag0,unknown
12,1610888783861,26,-500,-0.00010986328125,67,100,67,1552651,16748827,16759633,16762301,16745170,32049,24139,16753010,Tag0,unknown
13,1610888783889,26,340,7.470703125e-05,67,100,67,1552651,16748827,16759633,16762301,16745170,32049,24139,16753010,Tag0,unknown
14,1610888783905,26,-451,-9.90966796875e-05,67,100,67,1552651,16748827,16759633,16762301,16745170,32049,24139,16753010,Tag0,unknown
15,1610888783937,26,247,5.42724609375e-05,67,100,67,1552651,16748827,16759633,16762301,16745170,32049,24139,16753010,Tag0,unknown
16,1610888783960,26,-88,-1.93359375e-05,67,100,67,1552651,16748827,16759633,16762301,16745170,32049,24139,16753010,Tag0,unknown
17,1610888783977,26,580,0.00012744140625,67,100,67,1552651,16748827,16759633,16762301,16745170,32049,24139,16753010,Tag0,unknown
18,1610888783994,26,-301,-6.613769531250001e-05,67,100,67,1552651,16748827,16759633,16762301,16745170,32049,24139,16753010,Tag0,unknown
19,1610888784010,26,-215,-4.72412109375e-05,67,100,67,1552651,16748827,16759633,16762301,16745170,32049,24139,16753010,Tag0,unknown
20,1610888784027,26,50,1.0986328125e-05,67,100,67,1552651,16748827,16759633,16762301,16745170,32049,24139,16753010,Tag0,unknown
