timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1610799197998,200,73,1.6040039062500002E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198024,200,86,1.8896484375000003E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198034,200,-257,-5.64697265625E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198061,200,119,2.6147460937500004E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198087,200,6,1.318359375E-6,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198098,200,-257,-5.64697265625E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198121,200,60,1.318359375E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198131,200,50,1.0986328125E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198159,200,55,1.20849609375E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198195,200,93,2.04345703125E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198215,200,-122,-2.6806640625E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198232,200,18,3.955078125E-6,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198248,200,49,1.07666015625E-5,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198265,200,11,2.4169921875E-6,0,0,0,1535190,403633,106159,189015,66329,69138,29089,21806,Tag0,unknown
1610799198282,200,59,1.29638671875E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198301,200,80,1.7578125E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198315,200,80,1.7578125E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198335,200,99,2.1752929687500003E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198348,200,-120,-2.63671875E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198369,200,89,1.95556640625E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198382,200,107,2.35107421875E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198402,200,53,1.1645507812500002E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198415,200,45,9.8876953125E-6,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198442,200,-68,-1.4941406250000001E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198476,200,76,1.669921875E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198499,200,-289,-6.35009765625E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198530,200,-280,-6.15234375E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198579,200,-283,-6.218261718750001E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198599,200,375,8.23974609375E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198632,200,163,3.5815429687500006E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198649,200,150,3.2958984375E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198690,200,-146,-3.2080078125000004E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198700,200,-195,-4.28466796875E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198716,200,-165,-3.62548828125E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198751,200,-181,-3.9770507812500004E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198766,200,-211,-4.63623046875E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198809,200,290,6.3720703125E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198819,200,-339,-7.448730468750001E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198866,200,-330,-7.2509765625E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198883,200,-353,-7.75634765625E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198926,200,-366,-8.0419921875E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198936,200,118,2.5927734375E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799198987,200,83,1.82373046875E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799199000,200,119,2.6147460937500004E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799199045,200,329,7.229003906250001E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799199104,200,355,7.80029296875E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799199116,200,309,6.78955078125E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799199162,200,337,7.40478515625E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799199199,200,-31,-6.8115234375E-6,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799199217,200,66,1.4501953125E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799199233,200,22,4.833984375E-6,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799199264,200,-363,-7.97607421875E-5,0,0,0,569007,70539,21626,8626,21570,21801,13508,19486,Tag0,unknown
1610799199285,200,-333,-7.316894531249999E-5,0,0,0,131093,136268,16754418,16772482,69098,16787,5441,4735,Tag0,unknown
1610799199324,200,91,1.99951171875E-5,0,0,0,131093,136268,16754418,16772482,69098,16787,5441,4735,Tag0,unknown
