timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1605702303187,200,-531,-1.1667480468750001E-4,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303199,200,822,1.80615234375E-4,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303220,200,58,1.2744140625E-5,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303232,200,789,1.7336425781250002E-4,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303259,200,-291,-6.39404296875E-5,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303269,200,-919,-2.0192871093750001E-4,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303293,200,-1091,-2.397216796875E-4,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303303,200,-973,-2.137939453125E-4,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303331,200,385,8.45947265625E-5,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303350,200,-1147,-2.520263671875E-4,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303366,200,-394,-8.6572265625E-5,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303383,200,936,2.0566406249999998E-4,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303405,200,51,1.1206054687499999E-5,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303416,200,100,2.197265625E-5,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303439,200,192,4.21875E-5,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303450,200,-579,-1.272216796875E-4,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303460,200,877,1.9270019531250003E-4,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303478,200,-140,-3.076171875E-5,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303488,200,-123,-2.70263671875E-5,0,0,0,318760,404336,84519,141610,16748298,84267,16756520,16756048,Tag0,unknown
1605702303518,200,-929,-2.0412597656250002E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303533,200,-102,-2.2412109374999998E-5,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303552,200,-299,-6.56982421875E-5,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303567,200,387,8.50341796875E-5,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303591,200,494,1.08544921875E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303601,200,786,1.72705078125E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303625,200,1157,2.542236328125E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303635,200,1095,2.406005859375E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303669,200,652,1.4326171875000002E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303685,200,-932,-2.0478515625000002E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303713,200,1131,2.485107421875E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303723,200,1401,3.0783691406250003E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303733,200,-854,-1.8764648437500001E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303750,200,133,2.92236328125E-5,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303767,200,669,1.469970703125E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303786,200,-1882,-4.13525390625E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303801,200,804,1.7666015625E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303820,200,-337,-7.40478515625E-5,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
1605702303834,200,502,1.1030273437500001E-4,0,0,0,803578,495139,574953,264104,139191,143665,249796,131100,Tag0,unknown
