,timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
0,1610887960572,0,115,2.52685546875e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
1,1610887960582,0,-121,-2.6586914062500006e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
2,1610887960595,0,57,1.25244140625e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
3,1610887960612,0,-135,-2.96630859375e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
4,1610887960636,0,46,1.0107421875e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
5,1610887960646,0,-283,-6.218261718750001e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
6,1610887960672,0,-74,-1.6259765625e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
7,1610887960706,0,-6,-1.318359375e-06,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
8,1610887960729,0,-355,-7.80029296875e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
9,1610887960748,0,376,8.261718750000001e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
10,1610887960763,0,365,8.02001953125e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
11,1610887960781,0,-169,-3.71337890625e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
12,1610887960796,0,43,9.4482421875e-06,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
13,1610887960819,0,-140,-3.076171875e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
14,1610887960829,0,-189,-4.15283203125e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
15,1610887960852,0,-84,-1.8457031250000007e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
16,1610887960862,0,115,2.52685546875e-05,38,78,68,1943568,263671,80739,28050,12775,13853,11725,13993,Tag0,unknown
17,1610887960889,0,122,2.6806640625e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
18,1610887960913,0,104,2.28515625e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
19,1610887960929,0,-285,-6.26220703125e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
20,1610887960957,0,-321,-7.053222656250001e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
21,1610887960996,0,-69,-1.51611328125e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
22,1610887961013,0,-273,-5.9985351562500014e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
23,1610887961032,0,201,4.41650390625e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
24,1610887961046,0,-87,-1.91162109375e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
25,1610887961066,0,-140,-3.076171875e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
26,1610887961080,0,-133,-2.92236328125e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
27,1610887961102,0,-358,-7.8662109375e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
28,1610887961113,0,57,1.25244140625e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
29,1610887961136,0,267,5.86669921875e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
30,1610887961147,0,363,7.97607421875e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
31,1610887961163,0,49,1.07666015625e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
32,1610887961180,0,57,1.25244140625e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
33,1610887961197,0,151,3.31787109375e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
34,1610887961255,0,-6,-1.318359375e-06,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
35,1610887961265,0,-69,-1.51611328125e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
36,1610887961315,0,842,0.000185009765625,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
37,1610887961330,0,370,8.1298828125e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
38,1610887961381,0,609,0.0001338134765625,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
39,1610887961397,0,674,0.000148095703125,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
40,1610887961450,0,-2047,-0.0004497802734375,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
41,1610887961464,0,-2024,-0.0004447265625,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
42,1610887961520,0,1791,0.0003935302734375,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
43,1610887961531,0,422,9.2724609375e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
44,1610887961547,0,-181,-3.97705078125e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
45,1610887961594,0,-161,-3.53759765625e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
46,1610887961614,0,484,0.00010634765625,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
47,1610887961661,0,432,9.4921875e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
48,1610887961681,0,18,3.955078125e-06,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
49,1610887961725,0,374,8.2177734375e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
50,1610887961735,0,-611,-0.0001342529296875,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
51,1610887961748,0,24,5.2734375e-06,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
52,1610887961797,0,132,2.900390625e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
53,1610887961815,0,195,4.28466796875e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
54,1610887961862,0,83,1.82373046875e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
55,1610887961881,0,-450,-9.8876953125e-05,24,61,68,1687035,955212,144779,75225,97585,16773050,79479,27509,Tag0,unknown
56,1610887961941,26,-171,-3.75732421875e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
57,1610887961951,26,-29,-6.3720703125e-06,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
58,1610887962006,26,-465,-0.0001021728515625,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
59,1610887962016,26,55,1.20849609375e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
60,1610887962066,26,130,2.8564453125e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
61,1610887962082,26,377,8.28369140625e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
62,1610887962128,26,213,4.68017578125e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
63,1610887962149,26,-355,-7.80029296875e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
64,1610887962205,26,119,2.6147460937500007e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
65,1610887962215,26,-211,-4.63623046875e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
66,1610887962330,26,-187,-4.10888671875e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
67,1610887962349,26,-181,-3.97705078125e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
68,1610887962397,26,-265,-5.82275390625e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
69,1610887962415,26,-188,-4.130859375e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
70,1610887962465,26,-185,-4.06494140625e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
71,1610887962482,26,-439,-9.64599609375e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
72,1610887962533,26,-108,-2.373046875e-05,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
73,1610887962549,26,-39,-8.5693359375e-06,24,61,68,105175,141434,16747019,18696,8940,15500,14522,22014,Tag0,unknown
