,timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
0,1611470962216,51,1864,0.0004095703125000001,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
1,1611470962226,51,1800,0.0003955078125,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
2,1611470962283,51,964,0.00021181640625,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
3,1611470962294,51,921,0.0002023681640625,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
4,1611470962350,51,779,0.0001711669921875,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
5,1611470962360,51,471,0.0001034912109375,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
6,1611470962418,51,-292,-6.416015625000001e-05,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
7,1611470962428,51,148,3.251953125e-05,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
8,1611470962444,51,181,3.97705078125e-05,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
9,1611470962460,51,299,6.56982421875e-05,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
10,1611470962470,51,-64,-1.40625e-05,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
11,1611470962480,51,-2048,-0.00045,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
12,1611470962492,51,1549,0.00034035644531250003,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
13,1611470962508,51,241,5.29541015625e-05,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
14,1611470962534,51,-117,-2.57080078125e-05,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
15,1611470962544,51,145,3.18603515625e-05,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
16,1611470962568,51,765,0.0001680908203125,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
17,1611470962578,51,-2048,-0.00045,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
18,1611470962616,51,-1917,-0.0004212158203125,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
19,1611470962627,51,-1853,-0.0004071533203125,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
20,1611470962654,51,-871,-0.0001913818359375,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
21,1611470962664,51,1791,0.0003935302734375,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
22,1611470962688,51,-961,-0.0002111572265625,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
23,1611470962698,51,-1068,-0.00023466796875,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
24,1611470962711,51,1791,0.0003935302734375,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
25,1611470962728,51,-1863,-0.0004093505859375,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
26,1611470962743,51,-1529,-0.0003359619140625,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
27,1611470962762,51,-2048,-0.00045,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
28,1611470962777,51,-2048,-0.00045,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
29,1611470962787,51,-1834,-0.000402978515625,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
30,1611470962801,51,-1367,-0.0003003662109375,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
31,1611470962812,51,-1323,-0.0002906982421875,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
32,1611470962835,51,-826,-0.000181494140625,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
33,1611470962846,51,707,0.00015534667968750002,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
34,1611470962856,51,1791,0.0003935302734375,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
35,1611470962866,51,1791,0.0003935302734375,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
36,1611470962883,51,1791,0.0003935302734375,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
37,1611470962894,51,1791,0.0003935302734375,61,69,76,913445,413978,19878,166449,106372,243950,49478,46673,Tag0,unknown
38,1611470962904,51,1437,0.0003157470703125,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
39,1611470962919,51,1322,0.000290478515625,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
40,1611470962929,51,741,0.00016281738281249998,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
41,1611470962953,51,869,0.0001909423828125,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
42,1611470962963,51,600,0.0001318359375,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
43,1611470962978,51,561,0.0001232666015625,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
44,1611470962994,51,381,8.371582031250001e-05,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
45,1611470963012,51,300,6.591796875e-05,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
46,1611470963029,51,261,5.73486328125e-05,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
47,1611470963046,51,-45,-9.8876953125e-06,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
48,1611470963056,51,-103,-2.26318359375e-05,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
49,1611470963066,51,-121,-2.6586914062500006e-05,61,69,76,229381,602609,128913,103698,78745,84615,19260,18010,Tag0,unknown
