timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1605940137376,200,-2048,-4.5E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137407,200,1791,3.935302734375E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137421,200,-995,-2.186279296875E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137431,200,-2048,-4.5E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137444,200,1791,3.935302734375E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137455,200,1791,3.935302734375E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137479,200,-2048,-4.5E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137489,200,1791,3.935302734375E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137499,200,-2048,-4.5E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137517,200,-2048,-4.5E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137527,200,-2048,-4.5E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137550,200,1791,3.935302734375E-4,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137560,200,-446,-9.799804687500001E-5,0,0,0,485266,91822,16749060,30224,30684,115536,217368,72805,Tag0,unknown
1605940137590,200,427,9.382324218750001E-5,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137605,200,-2048,-4.5E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137615,200,1791,3.935302734375E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137648,200,1791,3.935302734375E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137658,200,-2048,-4.5E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137668,200,-2048,-4.5E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137684,200,1791,3.935302734375E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137695,200,1791,3.935302734375E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137706,200,-2048,-4.5E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137724,200,1791,3.935302734375E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137762,200,-2048,-4.5E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137793,200,1791,3.935302734375E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137806,200,1791,3.935302734375E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137816,200,1791,3.935302734375E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
1605940137830,200,1791,3.935302734375E-4,0,0,0,213647,109368,30433,16747329,16750765,211733,324551,16755667,Tag0,unknown
