,Delta,Theta,AlphaLow,AlphaHigh,BetaLow,BetaHigh,GammaLow,GammaMid,target
0,0.09649362690643457,0.10673113929028198,0.08920476018101028,0.1297189717655893,0.16594586487767854,0.1984389987215402,0.10764181956398888,0.10582481869347622,0
1,0.022036391006668744,0.024554290568986937,0.025769056074592223,0.025837255980342744,0.02681265626951538,0.03859657645937633,0.1532486187054272,0.6831451549350904,0
2,0.17228526454888196,0.167948984923079,0.16616746304904115,0.11813276534868068,0.10432026933809113,0.09911716283982802,0.0674404415109728,0.10458764844142532,0
3,0.16368473170712514,0.14183141300886984,0.1593240122496377,0.1597616064816516,0.12264674553853386,0.09090512640627625,0.06507007167715421,0.0967762929307515,0
4,0.15922032753811538,0.13815153450176898,0.1332276936484447,0.16281768148413048,0.10018643648966441,0.0786910655508332,0.07978506925648778,0.14792019153055502,0
5,0.11314865855073439,0.14067983536486153,0.12705347112830126,0.12358305359393751,0.1346372715231013,0.0917404125055719,0.07874771263059378,0.19040958470289837,0
6,0.11206865486006345,0.11961903507482832,0.08849307602621118,0.10069792434066738,0.08812302653367965,0.08353431792502777,0.12461458158425437,0.28284938365526785,0
7,0.03696517224551015,0.052198747868027334,0.05520263654255273,0.046722552585022184,0.05889273645456227,0.056044578350894506,0.12149342022576615,0.5724801557276648,0
8,0.0283614794532759,0.0259687059392861,0.020603860498220685,0.02056357238685089,0.030564305780179758,0.05035833129573077,0.14015927549167162,0.6834204691547844,0
9,0.10427111746038296,0.1059942775255976,0.12206943053107586,0.12469678502864782,0.16334907871840318,0.1901688438634729,0.08607177388049435,0.10337869299192524,1
10,0.035179043700270834,0.035860664574525865,0.03663998236313962,0.03440622661630288,0.04101063278308682,0.06683678841626152,0.4139012385402324,0.3361654230061802,1
11,0.10891045152634077,0.11764228697451085,0.1198499286695427,0.1216896844396421,0.13363287320354694,0.181789573801406,0.09733422740086171,0.11915097398414887,1
12,0.1083410660537363,0.11911748300855993,0.13031564463750378,0.13511244216162938,0.1641133121933028,0.14443681462235589,0.0796277627170375,0.1189354746058745,1
13,0.1170819382863277,0.15096917610995136,0.12006159477638612,0.11459361284350195,0.1491568558137704,0.14073427584516351,0.08897218707183523,0.11843035925306383,1
14,0.11547558618916834,0.15314740815320366,0.194212250438085,0.11094194190212325,0.12959891444328547,0.10227717037979761,0.08291558231199585,0.11143114618234075,1
15,0.1248014845433695,0.14647178053452078,0.14438002227450325,0.11786568219759733,0.15945650546164886,0.12298529034380945,0.08940188465982561,0.0946373499847253,1
16,0.11351628761313141,0.12019649469974884,0.12249226934073096,0.11959734417290893,0.18237771430781685,0.16505492317115408,0.0849825903481189,0.09178237634639001,1
17,0.16199163984652107,0.16257090072245745,0.17056036709748418,0.13344457409749957,0.10364971445101276,0.08841021106714833,0.06413162384692155,0.11524096887095504,1
18,0.08644999069315878,0.061308949425948354,0.08138410852273929,0.05756307217657763,0.06713323470097979,0.07587400663995938,0.13617946508838655,0.43410717275225036,1
19,0.11647431090513596,0.11019514723857589,0.12411785751345325,0.1408634439321651,0.14751060603952895,0.17973161629163203,0.08292626354371162,0.09818075453579717,1
20,0.04782097632449862,0.06922995573877053,0.07685123894763568,0.0555355373759186,0.07463743200659666,0.08444120086918071,0.1654007923185841,0.42608286641881515,2
21,0.09363954018616329,0.12354372804643822,0.1051778196128797,0.09425576766743217,0.1022295618761499,0.09145710859980484,0.13379408532255438,0.2559023886885775,2
22,0.14028990858284068,0.10985371392504208,0.12832231136385486,0.1311388279362265,0.11828326963973362,0.11875005840625133,0.10111281600713752,0.1522490941389134,2
23,0.10327059755294865,0.1045088907182469,0.1082218873742692,0.10219781557633643,0.09873727955784825,0.11627952696283647,0.11491152367139329,0.25187247858612094,2
24,0.09501339946479018,0.1243357702831185,0.1361533546750132,0.11528588688875978,0.14912029517357814,0.13977440503219432,0.10311040874096752,0.13720647974157835,2
25,0.11729012535274466,0.11935184570989539,0.16087351983886292,0.12364685706719176,0.14435557851913192,0.13897981117401512,0.08952873790886504,0.1059735244292931,2
26,0.0955246680775422,0.1062084253053484,0.1307994008105387,0.12389624979131915,0.1537513742741599,0.1426798801715698,0.0962002937821672,0.1509397077873547,2
27,0.07903942226799703,0.1110455549560304,0.12581626649627828,0.11926831710312423,0.15146507533410764,0.19692172961216692,0.10578292661628406,0.11066070761401134,2
28,0.07289450549755454,0.09390107964416196,0.1046217136727878,0.1604066636652295,0.18297834375069855,0.2053799414623967,0.0845539279949025,0.09526382431226857,2
29,0.09026032416583285,0.08613241266662454,0.10883580417874017,0.1297794728485526,0.1588587077061791,0.22313749000539826,0.11183396210246671,0.09116182632620591,2
30,0.08579071353760262,0.09941975608435022,0.07277873844811293,0.09929333035163107,0.21596027198761886,0.21931960323443164,0.1069219683891651,0.10051561796708758,2
31,0.09936563436485737,0.10149670327251507,0.1191501547642298,0.13413719379814049,0.20406210331362604,0.1489464710274965,0.0955441399379265,0.09729759952120824,2
32,0.09217855839147036,0.0905743055446588,0.11231953948970529,0.16073697815101498,0.21215865760339148,0.14975675662790763,0.09835756900389192,0.08391763518795961,2
