timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1611318800329,200,23,5.0537109375E-6,0,0,0,707309,67268,11018,4185,12291,4233,3458,5740,Tag0,unknown
1611318800388,200,-126,-2.7685546875E-5,0,0,0,707309,67268,11018,4185,12291,4233,3458,5740,Tag0,unknown
1611318800403,200,-119,-2.6147460937500004E-5,0,0,0,707309,67268,11018,4185,12291,4233,3458,5740,Tag0,unknown
1611318800466,200,107,2.35107421875E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800486,200,87,1.91162109375E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800534,200,-126,-2.7685546875E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800553,200,-91,-1.99951171875E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800601,200,11,2.4169921875E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800622,200,20,4.39453125E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800668,200,35,7.6904296875E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800687,200,37,8.1298828125E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800738,200,105,2.30712890625E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800754,200,66,1.4501953125E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800776,200,-260,-5.712890625E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800788,200,50,1.0986328125E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800798,200,109,2.39501953125E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800808,200,73,1.6040039062500002E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800818,200,87,1.91162109375E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800835,200,39,8.5693359375E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800853,200,51,1.1206054687499999E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800873,200,-279,-6.13037109375E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800886,200,25,5.4931640625E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800904,200,-125,-2.74658203125E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800922,200,87,1.91162109375E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800932,200,-111,-2.43896484375E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800955,200,21,4.614257812500001E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800976,200,25,5.4931640625E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318800989,200,65,1.42822265625E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801001,200,71,1.56005859375E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801011,200,5,1.0986328125E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801021,200,43,9.448242187500001E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801043,200,91,1.99951171875E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801053,200,104,2.28515625E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801077,200,33,7.2509765625E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801090,200,35,7.6904296875E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801100,200,81,1.77978515625E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801114,200,-279,-6.13037109375E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801124,200,-340,-7.470703125E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801139,200,-57,-1.2524414062500001E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801156,200,-79,-1.7358398437500003E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801166,200,17,3.7353515625000003E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801187,200,122,2.6806640625E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801205,200,58,1.2744140625E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801220,200,83,1.82373046875E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801237,200,26,5.712890625E-6,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801247,200,59,1.29638671875E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801262,200,-63,-1.38427734375E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801273,200,83,1.82373046875E-5,0,0,0,402674,53870,16746533,15781,16747707,16749252,24850,17569,Tag0,unknown
1611318801283,200,-269,-5.9106445312499996E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801297,200,-323,-7.09716796875E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801307,200,48,1.0546875E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801331,200,-105,-2.30712890625E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801341,200,83,1.82373046875E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801354,200,103,2.26318359375E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801383,200,105,2.30712890625E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801394,200,92,2.021484375E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801408,200,60,1.318359375E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801418,200,-85,-1.86767578125E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801428,200,57,1.2524414062500001E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801441,200,27,5.9326171875000005E-6,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801459,200,75,1.64794921875E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801475,200,85,1.86767578125E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801485,200,-293,-6.43798828125E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801495,200,53,1.1645507812500002E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801508,200,-80,-1.7578125E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801526,200,49,1.07666015625E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801539,200,-109,-2.39501953125E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801566,200,35,7.6904296875E-6,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801576,200,-262,-5.7568359375E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801589,200,25,5.4931640625E-6,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801608,200,61,1.34033203125E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801627,200,59,1.29638671875E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801637,200,22,4.833984375E-6,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801647,200,89,1.95556640625E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801660,200,-353,-7.75634765625E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801673,200,112,2.4609375E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801688,200,104,2.28515625E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801712,200,87,1.91162109375E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801722,200,-101,-2.2192382812500002E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801747,200,-80,-1.7578125E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801764,200,-100,-2.197265625E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801774,200,115,2.52685546875E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
1611318801784,200,-313,-6.87744140625E-5,0,0,0,363398,26695,9668,5919,31956,17706,14692,10007,Tag0,unknown
