timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1605703129443,200,-802,-1.7622070312500003E-4,0,0,0,319865,16769785,14985,88475,16757883,11733,17857,1480,Tag0,unknown
1605703129470,200,-570,-1.25244140625E-4,0,0,0,319865,16769785,14985,88475,16757883,11733,17857,1480,Tag0,unknown
1605703129480,200,658,1.4458007812500001E-4,0,0,0,319865,16769785,14985,88475,16757883,11733,17857,1480,Tag0,unknown
1605703129507,200,117,2.5708007812499998E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129540,200,-149,-3.27392578125E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129550,200,-622,-1.3666992187500002E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129576,200,629,1.382080078125E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129595,200,-467,-1.026123046875E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129621,200,507,1.1140136718750001E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129631,200,386,8.481445312500001E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129655,200,-76,-1.669921875E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129667,200,-133,-2.92236328125E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129696,200,-629,-1.382080078125E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129713,200,451,9.909667968750001E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129734,200,-559,-1.228271484375E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129746,200,-714,-1.5688476562500001E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129770,200,-647,-1.421630859375E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129780,200,697,1.5314941406250002E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129804,200,-281,-6.17431640625E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129814,200,-45,-9.8876953125E-6,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129841,200,379,8.32763671875E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129851,200,-162,-3.5595703125E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129875,200,69,1.51611328125E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129885,200,-291,-6.39404296875E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129897,200,777,1.707275390625E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129920,200,417,9.16259765625E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129931,200,-454,-9.9755859375E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129953,200,323,7.09716796875E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129964,200,-315,-6.92138671875E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129989,200,-635,-1.395263671875E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703129999,200,-849,-1.865478515625E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130023,200,-562,-1.23486328125E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130033,200,-659,-1.4479980468750002E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130060,200,-705,-1.549072265625E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130072,200,326,7.163085937500001E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130094,200,-786,-1.72705078125E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130104,200,-357,-7.844238281250001E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130142,200,133,2.92236328125E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130152,200,57,1.2524414062500001E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130165,200,553,1.215087890625E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130183,200,769,1.689697265625E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130193,200,-166,-3.6474609375E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130205,200,711,1.562255859375E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130227,200,-817,-1.7951660156250002E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130241,200,554,1.2172851562500001E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130264,200,821,1.803955078125E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130282,200,-141,-3.09814453125E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130314,200,-345,-7.58056640625E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130332,200,163,3.5815429687500006E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130342,200,-390,-8.5693359375E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130352,200,-85,-1.86767578125E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130366,200,835,1.834716796875E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130385,200,-582,-1.27880859375E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130400,200,172,3.7792968750000005E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130410,200,565,1.241455078125E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130428,200,674,1.48095703125E-4,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130438,200,-163,-3.5815429687500006E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130464,200,215,4.72412109375E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130483,200,-305,-6.70166015625E-5,0,0,0,1486417,442362,142197,139498,61370,41171,24928,16754550,Tag0,unknown
1605703130493,200,1141,2.5070800781250004E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130503,200,-54,-1.1865234375000001E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130517,200,567,1.245849609375E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130538,200,-145,-3.18603515625E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130551,200,-34,-7.4707031250000005E-6,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130572,200,-273,-5.998535156250001E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130585,200,-263,-5.7788085937500005E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130606,200,-814,-1.78857421875E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130617,200,359,7.88818359375E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130639,200,-422,-9.2724609375E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130652,200,779,1.7116699218750001E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130673,200,-584,-1.2832031250000002E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130685,200,549,1.2062988281250001E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130709,200,-327,-7.18505859375E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130719,200,480,1.0546875E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130743,200,203,4.460449218750001E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130753,200,507,1.1140136718750001E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130783,200,482,1.05908203125E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130815,200,675,1.483154296875E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130836,200,-436,-9.580078125E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130846,200,-630,-1.38427734375E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130856,200,38,8.349609375E-6,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130890,200,-804,-1.7666015625E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130901,200,563,1.237060546875E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130925,200,-689,-1.513916015625E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130935,200,375,8.23974609375E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130959,200,-1049,-2.304931640625E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130969,200,419,9.206542968750001E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703130999,200,-567,-1.245849609375E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131019,200,81,1.77978515625E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131039,200,776,1.705078125E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131049,200,612,1.3447265625000002E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131059,200,-488,-1.072265625E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131073,200,481,1.056884765625E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131086,200,-829,-1.821533203125E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131109,200,834,1.83251953125E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131119,200,-429,-9.42626953125E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131145,200,218,4.7900390625E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131155,200,128,2.8125E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131179,200,-556,-1.2216796875000002E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131189,200,681,1.496337890625E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131218,200,-737,-1.6193847656250003E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131236,200,457,1.004150390625E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131253,200,-701,-1.540283203125E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131290,200,-537,-1.179931640625E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131304,200,-211,-4.63623046875E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131333,200,-294,-6.4599609375E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131343,200,-259,-5.69091796875E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131371,200,82,1.8017578124999998E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131399,200,548,1.2041015624999999E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131409,200,331,7.272949218750001E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131421,200,194,4.2626953125E-5,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131437,200,790,1.73583984375E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131454,200,-808,-1.7753906250000002E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
1605703131473,200,-636,-1.3974609375E-4,0,0,0,16758942,16600,5085,18756,7478,6750,12242,10681,Tag0,unknown
